order_id,order_date,ship_date,customer_name,segment,category,sales,quantity,discount,profit,shipping_cost,order_priority
TU-2012-8070,10/4/2012,13/04/2012,Corinna Mitchell,Home Office,Furniture,50,2,0.6,-47.412,13.17,High
IN-2012-65747,10/4/2012,15/04/2012,Jasper Cacioppo,Consumer,Office Supplies,191,4,0.1,65.592,11.98,Medium
MX-2012-142370,10/4/2012,14/04/2012,Nora Pelletier,Home Office,Technology,133,3,0,29.22,9.74,Medium
CA-2012-134201,10/4/2012,16/04/2012,Eugene Hildebrand,Home Office,Office Supplies,142,4,0,38.3508,7.23,Medium
MX-2012-112844,10/4/2012,12/4/2012,Tracy Hopkins,Home Office,Technology,141,3,0,2.76,7.06,High
ES-2012-4677834,10/4/2012,10/4/2012,Alan Barnes,Consumer,Office Supplies,24,4,0,2.04,6.45,High
EG-2012-2610,10/4/2012,14/04/2012,Adrian Hane,Home Office,Technology,88,2,0,36.18,3.73,Medium
ES-2012-5994251,10/4/2012,12/4/2012,Tracy Blumstein,Consumer,Office Supplies,24,5,0,10.2,3.35,Medium
ES-2012-3770443,10/4/2012,16/04/2012,Trudy Brown,Consumer,Office Supplies,36,3,0,8.91,3.06,Medium
ES-2012-3770443,10/4/2012,16/04/2012,Trudy Brown,Consumer,Office Supplies,27,3,0,5.85,2.42,Medium
TU-2012-8070,10/4/2012,13/04/2012,Corinna Mitchell,Home Office,Office Supplies,9,1,0.6,-8.766,2.24,High
EG-2012-2610,10/4/2012,14/04/2012,Adrian Hane,Home Office,Office Supplies,52,1,0,7.77,1.93,Medium
IT-2012-2834141,10/4/2012,14/04/2012,Lisa DeCherney,Consumer,Office Supplies,28,3,0.5,-7.74,1.9,Medium
IT-2012-2834141,10/4/2012,14/04/2012,Lisa DeCherney,Consumer,Office Supplies,33,6,0.5,-17.46,1.68,Medium
CA-2012-168767,10/4/2012,15/04/2012,Dario Medina,Corporate,Office Supplies,13,2,0.2,4.3308,1.09,Medium
EG-2012-2610,10/4/2012,14/04/2012,Adrian Hane,Home Office,Office Supplies,13,1,0,3.21,1.04,Medium
TU-2012-8070,10/4/2012,13/04/2012,Corinna Mitchell,Home Office,Office Supplies,4,1,0.6,-4.974,0.59,High
CA-2012-134201,10/4/2012,16/04/2012,Eugene Hildebrand,Home Office,Office Supplies,15,3,0,6.0147,0.57,Medium
IN-2012-19379,10/4/2012,13/04/2012,Randy Bradley,Consumer,Office Supplies,17,2,0,2.64,0.46,Medium
ES-2012-2080192,11/4/2012,15/04/2012,Chuck Magee,Consumer,Office Supplies,"1,147",9,0,11.34,97.56,Medium
MX-2012-127446,11/4/2012,11/4/2012,Henry Goldwyn,Corporate,Technology,782,4,0.002,225.6328,85.84,Critical
US-2012-136987,11/4/2012,14/04/2012,Andy Reiter,Consumer,Technology,640,4,0.2,215.9892,60.49,Medium
MX-2012-147886,11/4/2012,15/04/2012,Carol Darley,Consumer,Office Supplies,406,3,0,20.28,46.13,Medium
CA-2012-111164,11/4/2012,15/04/2012,Sanjit Engle,Consumer,Office Supplies,407,5,0,113.848,35.03,Medium
ES-2012-2080192,11/4/2012,15/04/2012,Chuck Magee,Consumer,Furniture,399,2,0,47.82,27.35,Medium
MX-2012-147886,11/4/2012,15/04/2012,Carol Darley,Consumer,Furniture,662,7,0,33.04,23.71,Medium
MX-2012-147886,11/4/2012,15/04/2012,Carol Darley,Consumer,Furniture,392,3,0,3.9,19.27,Medium
MX-2012-127446,11/4/2012,11/4/2012,Henry Goldwyn,Corporate,Office Supplies,53,3,0,13.68,17.1,Critical
ES-2012-2080192,11/4/2012,15/04/2012,Chuck Magee,Consumer,Office Supplies,89,3,0,31.05,11,Medium
MX-2012-147886,11/4/2012,15/04/2012,Carol Darley,Consumer,Furniture,163,2,0,13.04,10.52,Medium
MX-2012-101672,11/4/2012,17/04/2012,Ruben Dartt,Consumer,Office Supplies,97,3,0,13.56,9.65,Medium
MX-2012-101672,11/4/2012,17/04/2012,Ruben Dartt,Consumer,Office Supplies,131,4,0,62.64,9.47,Medium
CA-2012-111164,11/4/2012,15/04/2012,Sanjit Engle,Consumer,Technology,85,3,0,34.9074,6.18,Medium
MX-2012-147886,11/4/2012,15/04/2012,Carol Darley,Consumer,Office Supplies,81,3,0,26.76,5.83,Medium
MX-2012-147886,11/4/2012,15/04/2012,Carol Darley,Consumer,Office Supplies,72,7,0,26.6,3.92,Medium
CA-2012-125563,11/4/2012,17/04/2012,Patrick Ryan,Consumer,Furniture,55,3,0.2,14.3136,3.87,Medium
CA-2012-111164,11/4/2012,15/04/2012,Sanjit Engle,Consumer,Technology,22,1,0,10.5552,1.71,Medium
US-2012-136987,11/4/2012,14/04/2012,Andy Reiter,Consumer,Office Supplies,53,2,0,24.2696,1.59,Medium
ES-2012-2080192,11/4/2012,15/04/2012,Chuck Magee,Consumer,Office Supplies,23,5,0,8.1,1.3,Medium
CA-2012-125563,11/4/2012,17/04/2012,Patrick Ryan,Consumer,Furniture,67,2,0.2,10.104,1.05,Medium
MX-2012-147886,11/4/2012,15/04/2012,Carol Darley,Consumer,Office Supplies,28,3,0,1.08,0.94,Medium
IN-2012-53420,12/4/2012,14/04/2012,Laurel Workman,Corporate,Technology,723,2,0,332.7,273.63,Critical
AU-2012-6590,12/4/2012,14/04/2012,Sally Knutson,Consumer,Technology,"1,001",6,0,280.26,108.48,High
MX-2012-136791,12/4/2012,15/04/2012,Ivan Gibson,Consumer,Furniture,343,5,0.4,5.62,61.88,High
MX-2012-161732,12/4/2012,17/04/2012,George Ashbrook,Consumer,Furniture,132,2,0.2,6.576,23.38,High
AU-2012-6590,12/4/2012,14/04/2012,Sally Knutson,Consumer,Furniture,172,1,0,46.38,17.7,High
MX-2012-136791,12/4/2012,15/04/2012,Ivan Gibson,Consumer,Technology,391,3,0.202,-0.99252,16.98,High
IT-2012-2415775,12/4/2012,17/04/2012,Nora Paige,Consumer,Technology,648,5,0.1,57.495,15.11,Medium
IN-2012-32826,12/4/2012,17/04/2012,Alejandro Grove,Consumer,Office Supplies,97,5,0,26.1,14.73,High
MX-2012-167311,12/4/2012,14/04/2012,Carlos Daly,Consumer,Office Supplies,46,3,0,8.7,6.34,High
CA-2012-145415,12/4/2012,17/04/2012,Robert Dilbeck,Home Office,Office Supplies,41,3,0,0.4074,4.55,Medium
SF-2012-8580,12/4/2012,15/04/2012,Brian DeCherney,Consumer,Office Supplies,53,1,0,23.16,3.77,Medium
AU-2012-6590,12/4/2012,14/04/2012,Sally Knutson,Consumer,Office Supplies,53,1,0,17.1,3.02,High
MX-2012-161732,12/4/2012,17/04/2012,George Ashbrook,Consumer,Office Supplies,31,1,0,14.9,2.85,High
IT-2012-2415775,12/4/2012,17/04/2012,Nora Paige,Consumer,Office Supplies,26,2,0.1,-2.304,2.32,Medium
IN-2012-53420,12/4/2012,14/04/2012,Laurel Workman,Corporate,Office Supplies,5,1,0,1.92,0.69,Critical
IT-2012-4367428,13/04/2012,18/04/2012,Karl Braun,Consumer,Furniture,"1,246",3,0.1,-124.659,190.96,High
MX-2012-117429,13/04/2012,15/04/2012,Cathy Prescott,Corporate,Technology,520,3,0,72.72,113.63,High
MX-2012-110569,13/04/2012,20/04/2012,Barry Blumstein,Corporate,Technology,494,8,0.2,148.224,82.95,Low
CA-2012-133452,13/04/2012,19/04/2012,Zuschuss Carroll,Consumer,Furniture,711,3,0.2,-97.7394,67.38,Medium
MX-2012-112935,13/04/2012,18/04/2012,Joel Eaton,Consumer,Office Supplies,"1,387",4,0,582.48,67.2,Medium
CA-2012-106257,13/04/2012,17/04/2012,Eugene Barchas,Consumer,Technology,480,2,0.2,41.993,61.18,Medium
SF-2012-5590,13/04/2012,15/04/2012,Muhammed Lee,Consumer,Technology,389,2,0,85.44,46.69,Medium
US-2012-120502,13/04/2012,19/04/2012,Bill Tyler,Corporate,Technology,259,2,0.2,19.3932,46.52,Low
IT-2012-2848370,13/04/2012,15/04/2012,Paul Prost,Home Office,Office Supplies,244,9,0,121.77,37.55,High
IT-2012-2699123,13/04/2012,16/04/2012,Joy Smith,Consumer,Technology,264,3,0.5,-126.9,33.9,Medium
CA-2012-106257,13/04/2012,17/04/2012,Eugene Barchas,Consumer,Furniture,242,2,0.2,-15.098,29.83,Medium
ID-2012-25217,13/04/2012,17/04/2012,Russell Applegate,Consumer,Furniture,348,1,0.27,-23.817,29.41,Medium
US-2012-168704,13/04/2012,17/04/2012,Frank Preis,Consumer,Furniture,610,4,0.3,-113.282,28.87,Medium
IT-2012-4367428,13/04/2012,18/04/2012,Karl Braun,Consumer,Office Supplies,209,7,0,83.58,27.97,High
IT-2012-2848370,13/04/2012,15/04/2012,Paul Prost,Home Office,Technology,764,3,0.15,-134.811,27.33,High
MX-2012-117429,13/04/2012,15/04/2012,Cathy Prescott,Corporate,Office Supplies,93,8,0,20.48,22.14,High
ID-2012-25217,13/04/2012,17/04/2012,Russell Applegate,Consumer,Technology,206,3,0.17,-27.2709,16.22,Medium
ES-2012-1986848,13/04/2012,17/04/2012,Sarah Brown,Consumer,Technology,416,4,0.15,68.418,15.54,Medium
US-2012-168704,13/04/2012,17/04/2012,Frank Preis,Consumer,Technology,240,3,0.2,17.9982,12.31,Medium
CA-2012-133452,13/04/2012,19/04/2012,Zuschuss Carroll,Consumer,Technology,200,4,0,69.986,11.7,Medium
IT-2012-4367428,13/04/2012,18/04/2012,Karl Braun,Consumer,Office Supplies,83,3,0,12.42,10.1,High
US-2012-120502,13/04/2012,19/04/2012,Bill Tyler,Corporate,Office Supplies,76,2,0,29.5776,8.99,Low
US-2012-168704,13/04/2012,17/04/2012,Frank Preis,Consumer,Furniture,211,2,0.3,-45.294,8.54,Medium
CA-2012-100216,13/04/2012,14/04/2012,Heather Jas,Home Office,Office Supplies,55,3,0.2,17.8152,7.5,Medium
ES-2012-2105894,13/04/2012,16/04/2012,Henia Zydlo,Consumer,Office Supplies,43,3,0,3.87,5.94,High
US-2012-120502,13/04/2012,19/04/2012,Bill Tyler,Corporate,Furniture,38,2,0,15.8256,5.56,Low
ES-2012-2105894,13/04/2012,16/04/2012,Henia Zydlo,Consumer,Technology,31,1,0,13.11,4.81,High
IN-2012-40183,13/04/2012,20/04/2012,Kimberly Carter,Corporate,Office Supplies,50,7,0.17,2.3184,4.7,Medium
ES-2012-2105894,13/04/2012,16/04/2012,Henia Zydlo,Consumer,Office Supplies,14,1,0,3.3,3.77,High
CA-2012-149678,13/04/2012,15/04/2012,Anthony Witt,Consumer,Office Supplies,13,1,0,0.3864,3.29,Critical
CA-2012-100216,13/04/2012,14/04/2012,Heather Jas,Home Office,Office Supplies,31,6,0.2,10.8864,3.06,Medium
MX-2012-112935,13/04/2012,18/04/2012,Joel Eaton,Consumer,Office Supplies,38,3,0,12.3,2.3,Medium
MX-2012-112935,13/04/2012,18/04/2012,Joel Eaton,Consumer,Office Supplies,25,2,0,3.52,1.33,Medium
CA-2012-133837,13/04/2012,18/04/2012,Thea Hendricks,Consumer,Office Supplies,11,1,0.2,0.8058,0.76,Medium
CA-2012-120551,13/04/2012,20/04/2012,Sonia Sunley,Consumer,Office Supplies,17,3,0,8.0178,0.69,Low
IN-2012-86369,14/04/2012,18/04/2012,Mick Brown,Consumer,Furniture,"5,245",6,0,996.48,878.38,High
ES-2012-1553989,14/04/2012,19/04/2012,Carol Triggs,Consumer,Office Supplies,"1,058",5,0,73.95,116.59,Medium
IN-2012-53042,14/04/2012,16/04/2012,Frank Gastineau,Home Office,Furniture,970,5,0,145.5,81.92,High
MX-2012-148733,14/04/2012,20/04/2012,Brian Dahlen,Consumer,Technology,523,3,0.002,198.15144,42.98,Low
IN-2012-15144,14/04/2012,18/04/2012,Damala Kotsonis,Corporate,Furniture,535,5,0,230.1,25.3,Medium
IN-2012-53042,14/04/2012,16/04/2012,Frank Gastineau,Home Office,Office Supplies,71,8,0,21.84,13.28,High
MX-2012-134607,14/04/2012,16/04/2012,Paul Prost,Home Office,Technology,85,4,0,7.68,13,Critical
ID-2012-30635,14/04/2012,19/04/2012,Ionia McGrath,Consumer,Office Supplies,99,1,0.5,-69.45,7.34,Medium
MX-2012-163475,14/04/2012,20/04/2012,Alan Hwang,Consumer,Technology,209,1,0,100.3,7.06,Medium
MX-2012-163475,14/04/2012,20/04/2012,Alan Hwang,Consumer,Technology,276,3,0,77.22,6.01,Medium
CA-2012-116841,14/04/2012,18/04/2012,Theone Pippenger,Consumer,Office Supplies,35,1,0.2,2.6406,5.07,High
MX-2012-163475,14/04/2012,20/04/2012,Alan Hwang,Consumer,Office Supplies,72,4,0,10.8,2.71,Medium
ID-2012-30635,14/04/2012,19/04/2012,Ionia McGrath,Consumer,Office Supplies,36,5,0.5,-30.675,1.95,Medium
MX-2012-148733,14/04/2012,20/04/2012,Brian Dahlen,Consumer,Office Supplies,30,5,0,12.4,1.78,Low
IN-2012-15144,14/04/2012,18/04/2012,Damala Kotsonis,Corporate,Furniture,19,1,0,5.85,1.55,Medium
US-2012-133900,15/04/2012,17/04/2012,Barry Blumstein,Corporate,Technology,383,11,0.2,81.224,41.79,High
US-2012-133900,15/04/2012,17/04/2012,Barry Blumstein,Corporate,Technology,73,1,0.2,-3.692,4.85,High
US-2012-133900,15/04/2012,17/04/2012,Barry Blumstein,Corporate,Office Supplies,10,3,0.2,0,1.27,High
NI-2012-4190,15/04/2012,20/04/2012,Maya Herman,Corporate,Office Supplies,14,2,0.7,-26.736,0.97,Medium
US-2012-133900,15/04/2012,17/04/2012,Barry Blumstein,Corporate,Office Supplies,13,2,0.2,1.76,0.72,High
CA-2012-137974,16/04/2012,18/04/2012,Lauren Leatherbury,Consumer,Furniture,"1,197",7,0,119.686,189.58,Medium
ID-2012-67707,16/04/2012,22/04/2012,Stuart Calhoun,Consumer,Furniture,"1,093",4,0.47,-20.6688,147.76,Low
CA-2012-146675,16/04/2012,20/04/2012,Sarah Brown,Consumer,Technology,"1,440",4,0.2,485.9892,146.32,High
ES-2012-4227357,16/04/2012,21/04/2012,Mike Gockenbach,Consumer,Technology,"1,913",3,0,535.5,119.44,Medium
CA-2012-9170,16/04/2012,19/04/2012,Cathy Armstrong,Home Office,Office Supplies,558,2,0,0,60.8,Medium
MX-2012-115070,16/04/2012,20/04/2012,Erin Mull,Consumer,Office Supplies,800,4,0,335.76,53.54,Medium
IT-2012-1651208,16/04/2012,21/04/2012,Michelle Huthwaite,Consumer,Furniture,835,2,0.1,-27.864,44.75,High
IT-2012-2478809,16/04/2012,20/04/2012,Herbert Flentye,Consumer,Office Supplies,610,6,0.5,-231.84,44.46,Medium
CA-2012-137974,16/04/2012,18/04/2012,Lauren Leatherbury,Consumer,Furniture,523,9,0,125.5824,41.61,Medium
IN-2012-44474,16/04/2012,20/04/2012,Emily Phan,Consumer,Furniture,830,6,0.2,134.748,38.73,Medium
IN-2012-44474,16/04/2012,20/04/2012,Emily Phan,Consumer,Furniture,408,3,0.2,-45.954,37.63,Medium
ES-2012-4227357,16/04/2012,21/04/2012,Mike Gockenbach,Consumer,Office Supplies,571,3,0.1,-19.116,35.73,Medium
CA-2012-9170,16/04/2012,19/04/2012,Cathy Armstrong,Home Office,Technology,370,2,0,48.06,28.34,Medium
ID-2012-67707,16/04/2012,22/04/2012,Stuart Calhoun,Consumer,Office Supplies,154,8,0.17,5.58,21.99,Low
ID-2012-67707,16/04/2012,22/04/2012,Stuart Calhoun,Consumer,Technology,143,2,0.17,51.6954,17.35,Low
MX-2012-115070,16/04/2012,20/04/2012,Erin Mull,Consumer,Office Supplies,166,5,0,44.7,16.53,Medium
ES-2012-4227357,16/04/2012,21/04/2012,Mike Gockenbach,Consumer,Office Supplies,253,5,0,73.2,16.1,Medium
CA-2012-161263,16/04/2012,21/04/2012,Theresa Swint,Corporate,Technology,119,3,0.4,-27.7158,15.25,High
MX-2012-162712,16/04/2012,21/04/2012,Duane Huffman,Home Office,Technology,276,2,0.2,48.304,14.46,Medium
IN-2012-44474,16/04/2012,20/04/2012,Emily Phan,Consumer,Technology,314,2,0.5,-37.74,12.34,Medium
ID-2012-67707,16/04/2012,22/04/2012,Stuart Calhoun,Consumer,Office Supplies,115,7,0.17,-12.5349,12.03,Low
IN-2012-17727,16/04/2012,22/04/2012,Gary Hwang,Consumer,Office Supplies,144,3,0,63.27,11.96,Medium
IN-2012-44474,16/04/2012,20/04/2012,Emily Phan,Consumer,Furniture,158,3,0.2,57.258,11.38,Medium
CA-2012-6010,16/04/2012,22/04/2012,Jonathan Howell,Consumer,Office Supplies,125,4,0,17.4,9.39,Medium
CA-2012-146675,16/04/2012,20/04/2012,Sarah Brown,Consumer,Technology,44,3,0.2,-4.9005,8.29,High
ID-2012-67707,16/04/2012,22/04/2012,Stuart Calhoun,Consumer,Technology,63,4,0.47,-27.3396,8.24,Low
CA-2012-9170,16/04/2012,19/04/2012,Cathy Armstrong,Home Office,Technology,74,1,0,7.38,6.3,Medium
UP-2012-5230,16/04/2012,21/04/2012,Michael Kennedy,Corporate,Office Supplies,59,6,0,9.9,5.39,Medium
IN-2012-44474,16/04/2012,20/04/2012,Emily Phan,Consumer,Technology,58,2,0.5,-2.34,5.21,Medium
CA-2012-142734,16/04/2012,21/04/2012,Denise Monton,Corporate,Furniture,128,2,0.1,2.8392,4.93,Medium
RS-2012-9760,16/04/2012,20/04/2012,Stefanie Holloman,Corporate,Office Supplies,44,2,0,20.4,4.35,Medium
CA-2012-161263,16/04/2012,21/04/2012,Theresa Swint,Corporate,Office Supplies,45,3,0.2,4.5216,4.18,High
MX-2012-112662,16/04/2012,21/04/2012,Karen Seio,Corporate,Technology,61,3,0,17.04,3.85,Medium
CA-2012-161263,16/04/2012,21/04/2012,Theresa Swint,Corporate,Office Supplies,55,5,0.7,-46.225,3.45,High
IT-2012-2478809,16/04/2012,20/04/2012,Herbert Flentye,Consumer,Office Supplies,83,6,0.5,-55.08,3.37,Medium
CA-2012-137974,16/04/2012,18/04/2012,Lauren Leatherbury,Consumer,Office Supplies,9,1,0,4.57,2.67,Medium
ES-2012-1360211,16/04/2012,22/04/2012,Muhammed Lee,Consumer,Office Supplies,54,5,0,8.1,2.14,Medium
CA-2012-137974,16/04/2012,18/04/2012,Lauren Leatherbury,Consumer,Technology,570,2,0,148.1064,1.91,Medium
ID-2012-67707,16/04/2012,22/04/2012,Stuart Calhoun,Consumer,Office Supplies,15,2,0.47,-1.7166,1.58,Low
MX-2012-115070,16/04/2012,20/04/2012,Erin Mull,Consumer,Office Supplies,18,2,0,1.64,1.54,Medium
CA-2012-161263,16/04/2012,21/04/2012,Theresa Swint,Corporate,Office Supplies,8,3,0.2,1.2792,1.22,High
CA-2012-106215,16/04/2012,21/04/2012,Brad Norvell,Corporate,Office Supplies,13,4,0.2,4.0872,0.84,Medium
CA-2012-161263,16/04/2012,21/04/2012,Theresa Swint,Corporate,Office Supplies,10,7,0.2,-2.2134,0.48,High
BN-2012-8190,16/04/2012,21/04/2012,Allen Armold,Consumer,Office Supplies,27,2,0,8.34,0.42,Medium
CA-2012-161263,16/04/2012,21/04/2012,Theresa Swint,Corporate,Office Supplies,1,1,0.2,0.2353,0.12,High
CA-2012-155306,17/04/2012,21/04/2012,George Ashbrook,Consumer,Office Supplies,"1,448",5,0,419.8185,114.8,High
CA-2012-155306,17/04/2012,21/04/2012,George Ashbrook,Consumer,Technology,784,5,0.2,68.5965,84.48,High
MX-2012-150133,17/04/2012,19/04/2012,Ross DeVincentis,Home Office,Technology,751,8,0.002,36.09504,73.95,High
ID-2012-14990,17/04/2012,22/04/2012,Mitch Willingham,Corporate,Furniture,514,4,0.57,-550.3596,34.14,Medium
MX-2012-166597,17/04/2012,22/04/2012,William Brown,Consumer,Technology,507,6,0.002,166.3848,29.47,Medium
CA-2012-155306,17/04/2012,21/04/2012,George Ashbrook,Consumer,Technology,323,3,0,129.348,21.6,High
MX-2012-150133,17/04/2012,19/04/2012,Ross DeVincentis,Home Office,Office Supplies,93,9,0,25.02,19.63,High
MX-2012-115455,17/04/2012,21/04/2012,Amy Hunt,Consumer,Office Supplies,89,3,0,32.76,9.44,Medium
SF-2012-6610,17/04/2012,23/04/2012,Dean percer,Home Office,Office Supplies,54,2,0,15.12,9.43,Low
ES-2012-1496224,17/04/2012,21/04/2012,John Murray,Consumer,Office Supplies,103,2,0,9.24,7.39,Medium
CA-2012-148712,17/04/2012,23/04/2012,Jessica Myrick,Consumer,Technology,100,1,0,36.852,4.77,Medium
US-2012-104374,17/04/2012,19/04/2012,Dean percer,Home Office,Office Supplies,61,5,0.4,-38.64,4.65,High
CA-2012-148712,17/04/2012,23/04/2012,Jessica Myrick,Consumer,Office Supplies,62,13,0.2,21.0249,4.1,Medium
US-2012-153983,17/04/2012,22/04/2012,Frank Preis,Consumer,Office Supplies,24,4,0.7,-39.912,2.14,High
SF-2012-6610,17/04/2012,23/04/2012,Dean percer,Home Office,Office Supplies,15,1,0,3.27,2.04,Low
ID-2012-54043,17/04/2012,23/04/2012,Lela Donovan,Corporate,Office Supplies,34,5,0,16.5,1.68,Medium
CA-2012-155306,17/04/2012,21/04/2012,George Ashbrook,Consumer,Office Supplies,12,2,0,5.8604,1.34,High
US-2012-123141,17/04/2012,22/04/2012,Dave Poirier,Corporate,Office Supplies,33,2,0.2,-3.712,0.7,Medium
CA-2012-148712,17/04/2012,23/04/2012,Jessica Myrick,Consumer,Office Supplies,11,3,0,2.7846,0.44,Medium
CA-2012-155306,17/04/2012,21/04/2012,George Ashbrook,Consumer,Office Supplies,6,2,0,2.224,0.33,High
TU-2012-7190,17/04/2012,23/04/2012,Damala Kotsonis,Corporate,Office Supplies,5,1,0.6,-2.766,0.31,Medium
MX-2012-103618,18/04/2012,21/04/2012,Meg O'Connel,Home Office,Technology,"1,479",12,0,103.44,231.96,Medium
IN-2012-44915,18/04/2012,23/04/2012,Cynthia Voltz,Corporate,Technology,"1,135",9,0,453.87,197.68,High
MX-2012-146115,18/04/2012,25/04/2012,Darren Powers,Consumer,Furniture,"1,657",6,0,364.44,107.34,Medium
US-2012-163433,18/04/2012,22/04/2012,Michael Paige,Corporate,Technology,245,4,0.2,24.4768,64.52,High
US-2012-113593,18/04/2012,20/04/2012,Nathan Cano,Consumer,Office Supplies,115,3,0,30.0144,37.95,High
CA-2012-142601,18/04/2012,20/04/2012,Deanra Eno,Home Office,Office Supplies,947,7,0,9.4717,36.83,Medium
IT-2012-5084286,18/04/2012,19/04/2012,Brad Thomas,Home Office,Technology,192,4,0.4,-60.768,21.63,Medium
IN-2012-24097,18/04/2012,22/04/2012,Philip Fox,Consumer,Technology,251,2,0.1,25.092,20.46,Medium
IN-2012-24097,18/04/2012,22/04/2012,Philip Fox,Consumer,Office Supplies,260,5,0.1,8.565,19.88,Medium
CA-2012-102722,18/04/2012,19/04/2012,Kelly Williams,Consumer,Technology,107,6,0,41.535,16.24,High
IT-2012-5084286,18/04/2012,19/04/2012,Brad Thomas,Home Office,Technology,171,1,0,66.72,14.85,Medium
US-2012-163433,18/04/2012,22/04/2012,Michael Paige,Corporate,Technology,98,2,0.2,6.123,14.04,High
MX-2012-103618,18/04/2012,21/04/2012,Meg O'Connel,Home Office,Technology,190,5,0,28.4,11.62,Medium
ID-2012-53301,18/04/2012,23/04/2012,Matt Connell,Corporate,Furniture,275,1,0.47,-207.2793,10.47,Medium
MX-2012-146115,18/04/2012,25/04/2012,Darren Powers,Consumer,Furniture,113,1,0,46.14,9.8,Medium
CA-2012-115742,18/04/2012,22/04/2012,Darren Powers,Consumer,Furniture,90,1,0,17.0981,8.69,Medium
US-2012-163433,18/04/2012,22/04/2012,Michael Paige,Corporate,Office Supplies,74,3,0.2,6.5058,8.49,High
CA-2012-142601,18/04/2012,20/04/2012,Deanra Eno,Home Office,Office Supplies,62,2,0,27.882,8.38,Medium
CA-2012-115742,18/04/2012,22/04/2012,Darren Powers,Consumer,Office Supplies,75,6,0,35.3346,7.07,Medium
ID-2012-53301,18/04/2012,23/04/2012,Matt Connell,Corporate,Furniture,81,2,0.27,-2.2662,6.36,Medium
US-2012-163433,18/04/2012,22/04/2012,Michael Paige,Corporate,Furniture,57,1,0.3,-20.245,6.26,High
US-2012-104927,18/04/2012,20/04/2012,Dave Brooks,Consumer,Technology,50,1,0.402,-20.29564,4.74,Medium
MX-2012-146115,18/04/2012,25/04/2012,Darren Powers,Consumer,Furniture,59,2,0,0,4.61,Medium
MX-2012-103618,18/04/2012,21/04/2012,Meg O'Connel,Home Office,Office Supplies,35,3,0,9.06,3.49,Medium
CA-2012-115742,18/04/2012,22/04/2012,Darren Powers,Consumer,Office Supplies,38,6,0,17.9634,3.47,Medium
US-2012-163433,18/04/2012,22/04/2012,Michael Paige,Corporate,Technology,41,2,0.2,8.2848,3.11,High
MX-2012-146115,18/04/2012,25/04/2012,Darren Powers,Consumer,Office Supplies,32,2,0,15.56,2.45,Medium
IN-2012-24097,18/04/2012,22/04/2012,Philip Fox,Consumer,Office Supplies,45,3,0.1,14.913,2.42,Medium
US-2012-134271,18/04/2012,23/04/2012,Roland Fjeld,Consumer,Office Supplies,22,3,0,10.3071,2.33,Medium
US-2012-163433,18/04/2012,22/04/2012,Michael Paige,Corporate,Office Supplies,16,3,0.2,5.4432,2.33,High
ID-2012-41184,18/04/2012,20/04/2012,Mathew Reese,Home Office,Furniture,37,2,0.27,-6.129,1.94,Medium
US-2012-163433,18/04/2012,22/04/2012,Michael Paige,Corporate,Office Supplies,8,3,0.2,0.8856,1.14,High
US-2012-163433,18/04/2012,22/04/2012,Michael Paige,Corporate,Office Supplies,4,2,0.8,-6.8992,0.81,High
MX-2012-146115,18/04/2012,25/04/2012,Darren Powers,Consumer,Office Supplies,11,1,0,1.42,0.46,Medium
CA-2012-115742,18/04/2012,22/04/2012,Darren Powers,Consumer,Furniture,6,2,0,2.9568,0.35,Medium
US-2012-163433,18/04/2012,22/04/2012,Michael Paige,Corporate,Office Supplies,1,1,0.8,-2.2878,0.17,High
ID-2012-28402,19/04/2012,22/04/2012,Anthony Jacobs,Corporate,Furniture,"4,626",5,0,647.55,835.57,High
MX-2012-158526,19/04/2012,26/04/2012,Berenike Kampe,Consumer,Technology,693,7,0.002,220.65176,93.27,Low
ID-2012-62240,19/04/2012,24/04/2012,Brian Dahlen,Consumer,Furniture,859,3,0.35,-317.3535,69.78,Medium
ES-2012-5507408,19/04/2012,22/04/2012,Alan Hwang,Consumer,Office Supplies,308,7,0,67.62,54.22,High
TU-2012-2610,19/04/2012,24/04/2012,Khloe Miller,Consumer,Technology,126,1,0.6,-56.55,14.85,Medium
ES-2012-1944737,19/04/2012,24/04/2012,Rose O'Brian,Consumer,Office Supplies,124,5,0,39.6,14.66,Medium
MX-2012-158526,19/04/2012,26/04/2012,Berenike Kampe,Consumer,Furniture,125,3,0,6.18,12.63,Low
MX-2012-158526,19/04/2012,26/04/2012,Berenike Kampe,Consumer,Technology,92,2,0,42.4,11.81,Low
MX-2012-158526,19/04/2012,26/04/2012,Berenike Kampe,Consumer,Office Supplies,138,4,0,45.52,11.3,Low
MX-2012-155852,19/04/2012,23/04/2012,Michael Stewart,Corporate,Furniture,51,3,0,21.72,8.77,High
US-2012-155369,19/04/2012,25/04/2012,Patrick Gardner,Consumer,Office Supplies,310,4,0.8,-512.1468,6.3,Medium
KG-2012-2770,19/04/2012,25/04/2012,Valerie Mitchum,Home Office,Office Supplies,85,8,0,4.08,5.97,Medium
AL-2012-9220,19/04/2012,24/04/2012,Jonathan Doherty,Corporate,Furniture,58,1,0,3.48,5.35,Medium
MX-2012-125360,19/04/2012,23/04/2012,Robert Waldorf,Consumer,Furniture,25,2,0,0.48,2.77,Medium
TU-2012-2610,19/04/2012,24/04/2012,Khloe Miller,Consumer,Office Supplies,12,1,0.6,-5.526,1.45,Medium
